Notes,Infant Birth Weight 12,Infant Birth Weight 12 Code,County of Residence,County of Residence Code,Mother's Hispanic Origin,Mother's Hispanic Origin Code,Year,Year Code,Births,Average Birth Weight (grams)
,3500 - 3999 grams,8,"Rensselaer County, NY",36083,Not Hispanic or Latino,2186-5,2019,2019,414,3718.1
,3500 - 3999 grams,8,"Richmond County, NY",36085,Hispanic or Latino,2135-2,2019,2019,295,3712.92
,3500 - 3999 grams,8,"Richmond County, NY",36085,Not Hispanic or Latino,2186-5,2019,2019,1045,3711.52
,3500 - 3999 grams,8,"Rockland County, NY",36087,Hispanic or Latino,2135-2,2019,2019,294,3711.74
,3500 - 3999 grams,8,"Rockland County, NY",36087,Not Hispanic or Latino,2186-5,2019,2019,1375,3709.13
,3500 - 3999 grams,8,"St. Lawrence County, NY",36089,Not Hispanic or Latino,2186-5,2019,2019,270,3721.36
,3500 - 3999 grams,8,"Saratoga County, NY",36091,Hispanic or Latino,2135-2,2019,2019,25,3717.6
,3500 - 3999 grams,8,"Saratoga County, NY",36091,Not Hispanic or Latino,2186-5,2019,2019,624,3720.54
,3500 - 3999 grams,8,"Schenectady County, NY",36093,Hispanic or Latino,2135-2,2019,2019,33,3666.39
,3500 - 3999 grams,8,"Schenectady County, NY",36093,Not Hispanic or Latino,2186-5,2019,2019,457,3718.17
,3500 - 3999 grams,8,"Suffolk County, NY",36103,Hispanic or Latino,2135-2,2019,2019,1348,3705
,3500 - 3999 grams,8,"Suffolk County, NY",36103,Not Hispanic or Latino,2186-5,2019,2019,2716,3710.34
,3500 - 3999 grams,8,"Tompkins County, NY",36109,Hispanic or Latino,2135-2,2019,2019,11,3721.09
,3500 - 3999 grams,8,"Tompkins County, NY",36109,Not Hispanic or Latino,2186-5,2019,2019,206,3702.68
,3500 - 3999 grams,8,"Ulster County, NY",36111,Hispanic or Latino,2135-2,2019,2019,60,3695.83
,3500 - 3999 grams,8,"Ulster County, NY",36111,Not Hispanic or Latino,2186-5,2019,2019,377,3711.5
,3500 - 3999 grams,8,"Westchester County, NY",36119,Hispanic or Latino,2135-2,2019,2019,904,3702.97
,3500 - 3999 grams,8,"Westchester County, NY",36119,Not Hispanic or Latino,2186-5,2019,2019,1770,3712.15
,3500 - 3999 grams,8,"Unidentified Counties, NY",36999,Hispanic or Latino,2135-2,2019,2019,291,3699.26
,3500 - 3999 grams,8,"Unidentified Counties, NY",36999,Not Hispanic or Latino,2186-5,2019,2019,4878,3717.74
,3500 - 3999 grams,8,"Alamance County, NC",37001,Hispanic or Latino,2135-2,2019,2019,106,3703.83
,3500 - 3999 grams,8,"Alamance County, NC",37001,Not Hispanic or Latino,2186-5,2019,2019,380,3714.44
,3500 - 3999 grams,8,"Brunswick County, NC",37019,Hispanic or Latino,2135-2,2019,2019,33,3673.55
,3500 - 3999 grams,8,"Brunswick County, NC",37019,Not Hispanic or Latino,2186-5,2019,2019,229,3721.4
,3500 - 3999 grams,8,"Buncombe County, NC",37021,Hispanic or Latino,2135-2,2019,2019,82,3735.18
,3500 - 3999 grams,8,"Buncombe County, NC",37021,Not Hispanic or Latino,2186-5,2019,2019,596,3711.01
,3500 - 3999 grams,8,"Cabarrus County, NC",37025,Hispanic or Latino,2135-2,2019,2019,120,3734.49
,3500 - 3999 grams,8,"Cabarrus County, NC",37025,Not Hispanic or Latino,2186-5,2019,2019,549,3725.76
,3500 - 3999 grams,8,"Catawba County, NC",37035,Hispanic or Latino,2135-2,2019,2019,71,3746.72
,3500 - 3999 grams,8,"Catawba County, NC",37035,Not Hispanic or Latino,2186-5,2019,2019,413,3719.14
,3500 - 3999 grams,8,"Craven County, NC",37049,Hispanic or Latino,2135-2,2019,2019,36,3742.81
,3500 - 3999 grams,8,"Craven County, NC",37049,Not Hispanic or Latino,2186-5,2019,2019,315,3715.72
,3500 - 3999 grams,8,"Cumberland County, NC",37051,Hispanic or Latino,2135-2,2019,2019,244,3704.37
,3500 - 3999 grams,8,"Cumberland County, NC",37051,Not Hispanic or Latino,2186-5,2019,2019,1105,3703.73
,3500 - 3999 grams,8,"Davidson County, NC",37057,Hispanic or Latino,2135-2,2019,2019,49,3734.29
,3500 - 3999 grams,8,"Davidson County, NC",37057,Not Hispanic or Latino,2186-5,2019,2019,377,3712.9
,3500 - 3999 grams,8,"Durham County, NC",37063,Hispanic or Latino,2135-2,2019,2019,262,3698.98
,3500 - 3999 grams,8,"Durham County, NC",37063,Not Hispanic or Latino,2186-5,2019,2019,800,3715.64
,3500 - 3999 grams,8,"Forsyth County, NC",37067,Hispanic or Latino,2135-2,2019,2019,220,3699.36
,3500 - 3999 grams,8,"Forsyth County, NC",37067,Not Hispanic or Latino,2186-5,2019,2019,847,3709.19
,3500 - 3999 grams,8,"Gaston County, NC",37071,Hispanic or Latino,2135-2,2019,2019,92,3699.42
,3500 - 3999 grams,8,"Gaston County, NC",37071,Not Hispanic or Latino,2186-5,2019,2019,527,3715.94
,3500 - 3999 grams,8,"Guilford County, NC",37081,Hispanic or Latino,2135-2,2019,2019,211,3709.9
,3500 - 3999 grams,8,"Guilford County, NC",37081,Not Hispanic or Latino,2186-5,2019,2019,1208,3704.21
,3500 - 3999 grams,8,"Harnett County, NC",37085,Hispanic or Latino,2135-2,2019,2019,96,3685.6
,3500 - 3999 grams,8,"Harnett County, NC",37085,Not Hispanic or Latino,2186-5,2019,2019,426,3721.5
,3500 - 3999 grams,8,"Henderson County, NC",37089,Hispanic or Latino,2135-2,2019,2019,56,3714.54
,3500 - 3999 grams,8,"Henderson County, NC",37089,Not Hispanic or Latino,2186-5,2019,2019,226,3718.95
,3500 - 3999 grams,8,"Iredell County, NC",37097,Hispanic or Latino,2135-2,2019,2019,52,3710.92
,3500 - 3999 grams,8,"Iredell County, NC",37097,Not Hispanic or Latino,2186-5,2019,2019,454,3713.48
,3500 - 3999 grams,8,"Johnston County, NC",37101,Hispanic or Latino,2135-2,2019,2019,146,3705.49
,3500 - 3999 grams,8,"Johnston County, NC",37101,Not Hispanic or Latino,2186-5,2019,2019,539,3731.32
,3500 - 3999 grams,8,"Mecklenburg County, NC",37119,Hispanic or Latino,2135-2,2019,2019,791,3714.55
,3500 - 3999 grams,8,"Mecklenburg County, NC",37119,Not Hispanic or Latino,2186-5,2019,2019,2733,3708.71
,3500 - 3999 grams,8,"New Hanover County, NC",37129,Hispanic or Latino,2135-2,2019,2019,72,3710.83
,3500 - 3999 grams,8,"New Hanover County, NC",37129,Not Hispanic or Latino,2186-5,2019,2019,526,3712.37
,3500 - 3999 grams,8,"Onslow County, NC",37133,Hispanic or Latino,2135-2,2019,2019,174,3724.21
,3500 - 3999 grams,8,"Onslow County, NC",37133,Not Hispanic or Latino,2186-5,2019,2019,952,3713.61
,3500 - 3999 grams,8,"Onslow County, NC",37133,Unknown or Not Stated,9,2019,2019,12,3658.42
,3500 - 3999 grams,8,"Orange County, NC",37135,Hispanic or Latino,2135-2,2019,2019,45,3715.98
,3500 - 3999 grams,8,"Orange County, NC",37135,Not Hispanic or Latino,2186-5,2019,2019,269,3718.64
,3500 - 3999 grams,8,"Pitt County, NC",37147,Hispanic or Latino,2135-2,2019,2019,48,3686.56
,3500 - 3999 grams,8,"Pitt County, NC",37147,Not Hispanic or Latino,2186-5,2019,2019,436,3710.32
,3500 - 3999 grams,8,"Randolph County, NC",37151,Hispanic or Latino,2135-2,2019,2019,82,3675.33
,3500 - 3999 grams,8,"Randolph County, NC",37151,Not Hispanic or Latino,2186-5,2019,2019,355,3711.93
,3500 - 3999 grams,8,"Robeson County, NC",37155,Hispanic or Latino,2135-2,2019,2019,64,3707.62
,3500 - 3999 grams,8,"Robeson County, NC",37155,Not Hispanic or Latino,2186-5,2019,2019,341,3709.01
,3500 - 3999 grams,8,"Rowan County, NC",37159,Hispanic or Latino,2135-2,2019,2019,74,3715.07
,3500 - 3999 grams,8,"Rowan County, NC",37159,Not Hispanic or Latino,2186-5,2019,2019,304,3700.75
,3500 - 3999 grams,8,"Union County, NC",37179,Hispanic or Latino,2135-2,2019,2019,117,3701.7
,3500 - 3999 grams,8,"Union County, NC",37179,Not Hispanic or Latino,2186-5,2019,2019,519,3716.27
,3500 - 3999 grams,8,"Wake County, NC",37183,Hispanic or Latino,2135-2,2019,2019,576,3707.12
,3500 - 3999 grams,8,"Wake County, NC",37183,Not Hispanic or Latino,2186-5,2019,2019,2947,3708.54
,3500 - 3999 grams,8,"Wayne County, NC",37191,Hispanic or Latino,2135-2,2019,2019,101,3716.57
,3500 - 3999 grams,8,"Wayne County, NC",37191,Not Hispanic or Latino,2186-5,2019,2019,318,3728.47
,3500 - 3999 grams,8,"Unidentified Counties, NC",37999,Hispanic or Latino,2135-2,2019,2019,1031,3708.1
,3500 - 3999 grams,8,"Unidentified Counties, NC",37999,Not Hispanic or Latino,2186-5,2019,2019,6776,3715.37
,3500 - 3999 grams,8,"Cass County, ND",38017,Hispanic or Latino,2135-2,2019,2019,24,3753.12
,3500 - 3999 grams,8,"Cass County, ND",38017,Not Hispanic or Latino,2186-5,2019,2019,660,3718.47
,3500 - 3999 grams,8,"Cass County, ND",38017,Unknown or Not Stated,9,2019,2019,24,3694.5
,3500 - 3999 grams,8,"Unidentified Counties, ND",38999,Hispanic or Latino,2135-2,2019,2019,135,3720.11
,3500 - 3999 grams,8,"Unidentified Counties, ND",38999,Not Hispanic or Latino,2186-5,2019,2019,2182,3720.45
,3500 - 3999 grams,8,"Unidentified Counties, ND",38999,Unknown or Not Stated,9,2019,2019,52,3726.17
,3500 - 3999 grams,8,"Allen County, OH",39003,Hispanic or Latino,2135-2,2019,2019,13,3707.69
,3500 - 3999 grams,8,"Allen County, OH",39003,Not Hispanic or Latino,2186-5,2019,2019,318,3706.76
,3500 - 3999 grams,8,"Ashtabula County, OH",39007,Hispanic or Latino,2135-2,2019,2019,13,3705.38
,3500 - 3999 grams,8,"Ashtabula County, OH",39007,Not Hispanic or Latino,2186-5,2019,2019,289,3713.18
,3500 - 3999 grams,8,"Butler County, OH",39017,Hispanic or Latino,2135-2,2019,2019,119,3690.72
,3500 - 3999 grams,8,"Butler County, OH",39017,Not Hispanic or Latino,2186-5,2019,2019,1082,3710.89
,3500 - 3999 grams,8,"Clark County, OH",39023,Hispanic or Latino,2135-2,2019,2019,17,3700.53
,3500 - 3999 grams,8,"Clark County, OH",39023,Not Hispanic or Latino,2186-5,2019,2019,379,3706.26
,3500 - 3999 grams,8,"Clermont County, OH",39025,Hispanic or Latino,2135-2,2019,2019,23,3665.17
,3500 - 3999 grams,8,"Clermont County, OH",39025,Not Hispanic or Latino,2186-5,2019,2019,617,3723.28
,3500 - 3999 grams,8,"Columbiana County, OH",39029,Not Hispanic or Latino,2186-5,2019,2019,272,3718.49
,3500 - 3999 grams,8,"Cuyahoga County, OH",39035,Hispanic or Latino,2135-2,2019,2019,236,3711.59
,3500 - 3999 grams,8,"Cuyahoga County, OH",39035,Not Hispanic or Latino,2186-5,2019,2019,3046,3701.29
,3500 - 3999 grams,8,"Delaware County, OH",39041,Hispanic or Latino,2135-2,2019,2019,24,3725.88
,3500 - 3999 grams,8,"Delaware County, OH",39041,Not Hispanic or Latino,2186-5,2019,2019,617,3717.11
,3500 - 3999 grams,8,"Fairfield County, OH",39045,Not Hispanic or Latino,2186-5,2019,2019,454,3714.55
,3500 - 3999 grams,8,"Franklin County, OH",39049,Hispanic or Latino,2135-2,2019,2019,434,3704.67
,3500 - 3999 grams,8,"Franklin County, OH",39049,Not Hispanic or Latino,2186-5,2019,2019,4161,3708.41
,3500 - 3999 grams,8,"Franklin County, OH",39049,Unknown or Not Stated,9,2019,2019,16,3699.38
,3500 - 3999 grams,8,"Greene County, OH",39057,Hispanic or Latino,2135-2,2019,2019,19,3734.47
,3500 - 3999 grams,8,"Greene County, OH",39057,Not Hispanic or Latino,2186-5,2019,2019,505,3711.64
,3500 - 3999 grams,8,"Hamilton County, OH",39061,Hispanic or Latino,2135-2,2019,2019,176,3700.1
,3500 - 3999 grams,8,"Hamilton County, OH",39061,Not Hispanic or Latino,2186-5,2019,2019,2415,3711.39
,3500 - 3999 grams,8,"Lake County, OH",39085,Hispanic or Latino,2135-2,2019,2019,48,3729.92
,3500 - 3999 grams,8,"Lake County, OH",39085,Not Hispanic or Latino,2186-5,2019,2019,546,3698.65
,3500 - 3999 grams,8,"Licking County, OH",39089,Hispanic or Latino,2135-2,2019,2019,14,3676.57
,3500 - 3999 grams,8,"Licking County, OH",39089,Not Hispanic or Latino,2186-5,2019,2019,524,3719.12
,3500 - 3999 grams,8,"Lorain County, OH",39093,Hispanic or Latino,2135-2,2019,2019,108,3723.98
,3500 - 3999 grams,8,"Lorain County, OH",39093,Not Hispanic or Latino,2186-5,2019,2019,698,3712.73
,3500 - 3999 grams,8,"Lucas County, OH",39095,Hispanic or Latino,2135-2,2019,2019,123,3719.59
,3500 - 3999 grams,8,"Lucas County, OH",39095,Not Hispanic or Latino,2186-5,2019,2019,1190,3701.55
,3500 - 3999 grams,8,"Mahoning County, OH",39099,Hispanic or Latino,2135-2,2019,2019,42,3689.31
,3500 - 3999 grams,8,"Mahoning County, OH",39099,Not Hispanic or Latino,2186-5,2019,2019,489,3692.43
,3500 - 3999 grams,8,"Medina County, OH",39103,Hispanic or Latino,2135-2,2019,2019,12,3733.08
,3500 - 3999 grams,8,"Medina County, OH",39103,Not Hispanic or Latino,2186-5,2019,2019,483,3712.51
,3500 - 3999 grams,8,"Miami County, OH",39109,Not Hispanic or Latino,2186-5,2019,2019,370,3708.01
,3500 - 3999 grams,8,"Montgomery County, OH",39113,Hispanic or Latino,2135-2,2019,2019,74,3723.54
,3500 - 3999 grams,8,"Montgomery County, OH",39113,Not Hispanic or Latino,2186-5,2019,2019,1583,3705.36
,3500 - 3999 grams,8,"Portage County, OH",39133,Hispanic or Latino,2135-2,2019,2019,11,3714.64
,3500 - 3999 grams,8,"Portage County, OH",39133,Not Hispanic or Latino,2186-5,2019,2019,358,3701.59
,3500 - 3999 grams,8,"Richland County, OH",39139,Not Hispanic or Latino,2186-5,2019,2019,411,3720.67
,3500 - 3999 grams,8,"Stark County, OH",39151,Hispanic or Latino,2135-2,2019,2019,41,3653.44
,3500 - 3999 grams,8,"Stark County, OH",39151,Not Hispanic or Latino,2186-5,2019,2019,1114,3715.33
,3500 - 3999 grams,8,"Summit County, OH",39153,Hispanic or Latino,2135-2,2019,2019,49,3682.04
,3500 - 3999 grams,8,"Summit County, OH",39153,Not Hispanic or Latino,2186-5,2019,2019,1444,3709.98
,3500 - 3999 grams,8,"Trumbull County, OH",39155,Hispanic or Latino,2135-2,2019,2019,10,3719.4
,3500 - 3999 grams,8,"Trumbull County, OH",39155,Not Hispanic or Latino,2186-5,2019,2019,489,3708.7
,3500 - 3999 grams,8,"Warren County, OH",39165,Hispanic or Latino,2135-2,2019,2019,25,3677.24
,3500 - 3999 grams,8,"Warren County, OH",39165,Not Hispanic or Latino,2186-5,2019,2019,698,3698.84
,3500 - 3999 grams,8,"Wayne County, OH",39169,Not Hispanic or Latino,2186-5,2019,2019,431,3710.43
,3500 - 3999 grams,8,"Wood County, OH",39173,Hispanic or Latino,2135-2,2019,2019,31,3710.84
,3500 - 3999 grams,8,"Wood County, OH",39173,Not Hispanic or Latino,2186-5,2019,2019,316,3725.8
,3500 - 3999 grams,8,"Unidentified Counties, OH",39999,Hispanic or Latino,2135-2,2019,2019,244,3691.88
,3500 - 3999 grams,8,"Unidentified Counties, OH",39999,Not Hispanic or Latino,2186-5,2019,2019,8206,3710.4
,3500 - 3999 grams,8,"Canadian County, OK",40017,Hispanic or Latino,2135-2,2019,2019,44,3677
,3500 - 3999 grams,8,"Canadian County, OK",40017,Not Hispanic or Latino,2186-5,2019,2019,444,3708.78
,3500 - 3999 grams,8,"Cleveland County, OK",40027,Hispanic or Latino,2135-2,2019,2019,100,3697.29
,3500 - 3999 grams,8,"Cleveland County, OK",40027,Not Hispanic or Latino,2186-5,2019,2019,631,3707.74
,3500 - 3999 grams,8,"Comanche County, OK",40031,Hispanic or Latino,2135-2,2019,2019,99,3704.22
,3500 - 3999 grams,8,"Comanche County, OK",40031,Not Hispanic or Latino,2186-5,2019,2019,321,3705.7
,3500 - 3999 grams,8,"Oklahoma County, OK",40109,Hispanic or Latino,2135-2,2019,2019,748,3704.92
,3500 - 3999 grams,8,"Oklahoma County, OK",40109,Not Hispanic or Latino,2186-5,2019,2019,2061,3708.69
,3500 - 3999 grams,8,"Tulsa County, OK",40143,Hispanic or Latino,2135-2,2019,2019,458,3699.73
,3500 - 3999 grams,8,"Tulsa County, OK",40143,Not Hispanic or Latino,2186-5,2019,2019,1822,3709.86
,3500 - 3999 grams,8,"Unidentified Counties, OK",40999,Hispanic or Latino,2135-2,2019,2019,568,3705.22
,3500 - 3999 grams,8,"Unidentified Counties, OK",40999,Not Hispanic or Latino,2186-5,2019,2019,5507,3707.75
,3500 - 3999 grams,8,"Unidentified Counties, OK",40999,Unknown or Not Stated,9,2019,2019,11,3709.55
,3500 - 3999 grams,8,"Clackamas County, OR",41005,Hispanic or Latino,2135-2,2019,2019,113,3696.96
,3500 - 3999 grams,8,"Clackamas County, OR",41005,Not Hispanic or Latino,2186-5,2019,2019,1027,3720.89
,3500 - 3999 grams,8,"Deschutes County, OR",41017,Hispanic or Latino,2135-2,2019,2019,69,3670.23
,3500 - 3999 grams,8,"Deschutes County, OR",41017,Not Hispanic or Latino,2186-5,2019,2019,446,3710.25
,3500 - 3999 grams,8,"Douglas County, OR",41019,Hispanic or Latino,2135-2,2019,2019,26,3704.85
,3500 - 3999 grams,8,"Douglas County, OR",41019,Not Hispanic or Latino,2186-5,2019,2019,270,3712.85
,3500 - 3999 grams,8,"Jackson County, OR",41029,Hispanic or Latino,2135-2,2019,2019,115,3718.88
,3500 - 3999 grams,8,"Jackson County, OR",41029,Not Hispanic or Latino,2186-5,2019,2019,479,3700.99
,3500 - 3999 grams,8,"Lane County, OR",41039,Hispanic or Latino,2135-2,2019,2019,147,3712.86
,3500 - 3999 grams,8,"Lane County, OR",41039,Not Hispanic or Latino,2186-5,2019,2019,779,3721.66
,3500 - 3999 grams,8,"Lane County, OR",41039,Unknown or Not Stated,9,2019,2019,19,3760.11
,3500 - 3999 grams,8,"Linn County, OR",41043,Hispanic or Latino,2135-2,2019,2019,32,3684.16
,3500 - 3999 grams,8,"Linn County, OR",41043,Not Hispanic or Latino,2186-5,2019,2019,411,3718.84
,3500 - 3999 grams,8,"Marion County, OR",41047,Hispanic or Latino,2135-2,2019,2019,454,3715.54
,3500 - 3999 grams,8,"Marion County, OR",41047,Not Hispanic or Latino,2186-5,2019,2019,791,3724.47
,3500 - 3999 grams,8,"Multnomah County, OR",41051,Hispanic or Latino,2135-2,2019,2019,363,3707.2
,3500 - 3999 grams,8,"Multnomah County, OR",41051,Not Hispanic or Latino,2186-5,2019,2019,1950,3723.82
,3500 - 3999 grams,8,"Washington County, OR",41067,Hispanic or Latino,2135-2,2019,2019,407,3710.79
,3500 - 3999 grams,8,"Washington County, OR",41067,Not Hispanic or Latino,2186-5,2019,2019,1397,3721.82
,3500 - 3999 grams,8,"Unidentified Counties, OR",41999,Hispanic or Latino,2135-2,2019,2019,566,3705.24
,3500 - 3999 grams,8,"Unidentified Counties, OR",41999,Not Hispanic or Latino,2186-5,2019,2019,2319,3712.68
,3500 - 3999 grams,8,"Unidentified Counties, OR",41999,Unknown or Not Stated,9,2019,2019,20,3712.85
,3500 - 3999 grams,8,"Adams County, PA",42001,Hispanic or Latino,2135-2,2019,2019,26,3728.58
,3500 - 3999 grams,8,"Adams County, PA",42001,Not Hispanic or Latino,2186-5,2019,2019,252,3725.96
,3500 - 3999 grams,8,"Allegheny County, PA",42003,Hispanic or Latino,2135-2,2019,2019,71,3700.49
,3500 - 3999 grams,8,"Allegheny County, PA",42003,Not Hispanic or Latino,2186-5,2019,2019,3140,3707.44
,3500 - 3999 grams,8,"Allegheny County, PA",42003,Unknown or Not Stated,9,2019,2019,31,3725.48
,3500 - 3999 grams,8,"Beaver County, PA",42007,Not Hispanic or Latino,2186-5,2019,2019,409,3722.8
,3500 - 3999 grams,8,"Berks County, PA",42011,Hispanic or Latino,2135-2,2019,2019,412,3703.8
,3500 - 3999 grams,8,"Berks County, PA",42011,Not Hispanic or Latino,2186-5,2019,2019,886,3718.14
,3500 - 3999 grams,8,"Blair County, PA",42013,Not Hispanic or Latino,2186-5,2019,2019,318,3687.02
,3500 - 3999 grams,8,"Bucks County, PA",42017,Hispanic or Latino,2135-2,2019,2019,130,3724.68
,3500 - 3999 grams,8,"Bucks County, PA",42017,Not Hispanic or Latino,2186-5,2019,2019,1463,3718.72
,3500 - 3999 grams,8,"Bucks County, PA",42017,Unknown or Not Stated,9,2019,2019,24,3721.04
,3500 - 3999 grams,8,"Butler County, PA",42019,Not Hispanic or Latino,2186-5,2019,2019,455,3711.46
,3500 - 3999 grams,8,"Cambria County, PA",42021,Not Hispanic or Latino,2186-5,2019,2019,317,3706.24
,3500 - 3999 grams,8,"Centre County, PA",42027,Not Hispanic or Latino,2186-5,2019,2019,318,3702.03
,3500 - 3999 grams,8,"Chester County, PA",42029,Hispanic or Latino,2135-2,2019,2019,198,3723.23
,3500 - 3999 grams,8,"Chester County, PA",42029,Not Hispanic or Latino,2186-5,2019,2019,1352,3721.5
,3500 - 3999 grams,8,"Cumberland County, PA",42041,Hispanic or Latino,2135-2,2019,2019,35,3755.6
,3500 - 3999 grams,8,"Cumberland County, PA",42041,Not Hispanic or Latino,2186-5,2019,2019,705,3714.9
,3500 - 3999 grams,8,"Dauphin County, PA",42043,Hispanic or Latino,2135-2,2019,2019,123,3697.32
,3500 - 3999 grams,8,"Dauphin County, PA",42043,Not Hispanic or Latino,2186-5,2019,2019,705,3716.81
,3500 - 3999 grams,8,"Delaware County, PA",42045,Hispanic or Latino,2135-2,2019,2019,97,3700.72
,3500 - 3999 grams,8,"Delaware County, PA",42045,Not Hispanic or Latino,2186-5,2019,2019,1572,3717.68
,3500 - 3999 grams,8,"Delaware County, PA",42045,Unknown or Not Stated,9,2019,2019,40,3710.78
,3500 - 3999 grams,8,"Erie County, PA",42049,Hispanic or Latino,2135-2,2019,2019,56,3644.64
,3500 - 3999 grams,8,"Erie County, PA",42049,Not Hispanic or Latino,2186-5,2019,2019,665,3697.77
,3500 - 3999 grams,8,"Fayette County, PA",42051,Not Hispanic or Latino,2186-5,2019,2019,298,3701.86
,3500 - 3999 grams,8,"Franklin County, PA",42055,Hispanic or Latino,2135-2,2019,2019,46,3673.04
,3500 - 3999 grams,8,"Franklin County, PA",42055,Not Hispanic or Latino,2186-5,2019,2019,459,3705.48
,3500 - 3999 grams,8,"Lackawanna County, PA",42069,Hispanic or Latino,2135-2,2019,2019,82,3713.76
,3500 - 3999 grams,8,"Lackawanna County, PA",42069,Not Hispanic or Latino,2186-5,2019,2019,460,3714.65
,3500 - 3999 grams,8,"Lancaster County, PA",42071,Hispanic or Latino,2135-2,2019,2019,246,3701.4
,3500 - 3999 grams,8,"Lancaster County, PA",42071,Not Hispanic or Latino,2186-5,2019,2019,1891,3718.18
,3500 - 3999 grams,8,"Lebanon County, PA",42075,Hispanic or Latino,2135-2,2019,2019,87,3701.23
,3500 - 3999 grams,8,"Lebanon County, PA",42075,Not Hispanic or Latino,2186-5,2019,2019,370,3709.85
,3500 - 3999 grams,8,"Lehigh County, PA",42077,Hispanic or Latino,2135-2,2019,2019,428,3705.11
,3500 - 3999 grams,8,"Lehigh County, PA",42077,Not Hispanic or Latino,2186-5,2019,2019,667,3712.51
,3500 - 3999 grams,8,"Luzerne County, PA",42079,Hispanic or Latino,2135-2,2019,2019,225,3703.52
,3500 - 3999 grams,8,"Luzerne County, PA",42079,Not Hispanic or Latino,2186-5,2019,2019,624,3712.89
,3500 - 3999 grams,8,"Luzerne County, PA",42079,Unknown or Not Stated,9,2019,2019,10,3767.8
,3500 - 3999 grams,8,"Lycoming County, PA",42081,Not Hispanic or Latino,2186-5,2019,2019,302,3724.71
,3500 - 3999 grams,8,"Mercer County, PA",42085,Not Hispanic or Latino,2186-5,2019,2019,285,3718.47
,3500 - 3999 grams,8,"Monroe County, PA",42089,Hispanic or Latino,2135-2,2019,2019,90,3737.48
,3500 - 3999 grams,8,"Monroe County, PA",42089,Not Hispanic or Latino,2186-5,2019,2019,292,3721.53
,3500 - 3999 grams,8,"Montgomery County, PA",42091,Hispanic or Latino,2135-2,2019,2019,188,3705.12
,3500 - 3999 grams,8,"Montgomery County, PA",42091,Not Hispanic or Latino,2186-5,2019,2019,2150,3713.49
,3500 - 3999 grams,8,"Montgomery County, PA",42091,Unknown or Not Stated,9,2019,2019,22,3666.32
,3500 - 3999 grams,8,"Northampton County, PA",42095,Hispanic or Latino,2135-2,2019,2019,150,3717.42
,3500 - 3999 grams,8,"Northampton County, PA",42095,Not Hispanic or Latino,2186-5,2019,2019,614,3714.78
,3500 - 3999 grams,8,"Philadelphia County, PA",42101,Hispanic or Latino,2135-2,2019,2019,967,3704.63
,3500 - 3999 grams,8,"Philadelphia County, PA",42101,Not Hispanic or Latino,2186-5,2019,2019,3422,3705.81
,3500 - 3999 grams,8,"Philadelphia County, PA",42101,Unknown or Not Stated,9,2019,2019,141,3722.72
,3500 - 3999 grams,8,"Schuylkill County, PA",42107,Hispanic or Latino,2135-2,2019,2019,28,3702.57
,3500 - 3999 grams,8,"Schuylkill County, PA",42107,Not Hispanic or Latino,2186-5,2019,2019,310,3704.33
,3500 - 3999 grams,8,"Washington County, PA",42125,Hispanic or Latino,2135-2,2019,2019,16,3729.81
,3500 - 3999 grams,8,"Washington County, PA",42125,Not Hispanic or Latino,2186-5,2019,2019,541,3700.92
,3500 - 3999 grams,8,"Westmoreland County, PA",42129,Not Hispanic or Latino,2186-5,2019,2019,833,3705.02
,3500 - 3999 grams,8,"York County, PA",42133,Hispanic or Latino,2135-2,2019,2019,160,3705.83
,3500 - 3999 grams,8,"York County, PA",42133,Not Hispanic or Latino,2186-5,2019,2019,1195,3710.53
,3500 - 3999 grams,8,"Unidentified Counties, PA",42999,Hispanic or Latino,2135-2,2019,2019,134,3714.07
,3500 - 3999 grams,8,"Unidentified Counties, PA",42999,Not Hispanic or Latino,2186-5,2019,2019,4233,3717.6
,3500 - 3999 grams,8,"Unidentified Counties, PA",42999,Unknown or Not Stated,9,2019,2019,34,3706.97
,3500 - 3999 grams,8,"Kent County, RI",44003,Hispanic or Latino,2135-2,2019,2019,40,3742.6
,3500 - 3999 grams,8,"Kent County, RI",44003,Not Hispanic or Latino,2186-5,2019,2019,380,3717.93
,3500 - 3999 grams,8,"Providence County, RI",44007,Hispanic or Latino,2135-2,2019,2019,651,3701.92
,3500 - 3999 grams,8,"Providence County, RI",44007,Not Hispanic or Latino,2186-5,2019,2019,1118,3712.58
,3500 - 3999 grams,8,"Washington County, RI",44009,Hispanic or Latino,2135-2,2019,2019,11,3746.09
,3500 - 3999 grams,8,"Washington County, RI",44009,Not Hispanic or Latino,2186-5,2019,2019,230,3720.33
,3500 - 3999 grams,8,"Unidentified Counties, RI",44999,Hispanic or Latino,2135-2,2019,2019,30,3717.33
,3500 - 3999 grams,8,"Unidentified Counties, RI",44999,Not Hispanic or Latino,2186-5,2019,2019,251,3697.42
,3500 - 3999 grams,8,"Aiken County, SC",45003,Hispanic or Latino,2135-2,2019,2019,34,3697.47
,3500 - 3999 grams,8,"Aiken County, SC",45003,Not Hispanic or Latino,2186-5,2019,2019,399,3711.2
,3500 - 3999 grams,8,"Anderson County, SC",45007,Hispanic or Latino,2135-2,2019,2019,40,3706.22
,3500 - 3999 grams,8,"Anderson County, SC",45007,Not Hispanic or Latino,2186-5,2019,2019,486,3701
